"File","Property","Line"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\PlotArea.cs","PlotAreaRegion","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\PlotAreaRegion.cs","PlotSurface","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\PlotSurface.cs","ExtensionList","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\PlotSurface.cs","ShapeProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\PrintSettings.cs","HeaderFooter","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\PrintSettings.cs","PageMargins","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\PrintSettings.cs","PageSetup","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\RichTextBody.cs","BodyProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\RichTextBody.cs","ListStyle","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","FormatIdx","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","Hidden","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","LayoutId","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","OwnerIdx","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","ShapeProperties","58"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","Text","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","UniqueId","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","ValueColorPositions","72"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Series.cs","ValueColors","65"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\SeriesElementVisibilities.cs","ConnectorLines","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\SeriesElementVisibilities.cs","MeanLine","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\SeriesElementVisibilities.cs","MeanMarker","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\SeriesElementVisibilities.cs","Nonoutliers","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\SeriesElementVisibilities.cs","Outliers","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\SeriesLayoutProperties.cs","ParentLabelLayout","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\SeriesLayoutProperties.cs","RegionLabelLayout","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\SeriesLayoutProperties.cs","SeriesElementVisibilities","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ShapeProperties.cs","BlackWhiteMode","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ShapeProperties.cs","Transform2D","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Statistics.cs","QuartileMethod","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\StringLevel.cs","Name","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\StringLevel.cs","PtCount","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Text.cs","RichTextBody","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Text.cs","TextData","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\TextBodyType.cs","BodyProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\TextBodyType.cs","ListStyle","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\TickLabels.cs","ExtensionList","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Transform2D.cs","Extents","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Transform2D.cs","HorizontalFlip","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Transform2D.cs","Offset","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Transform2D.cs","Rotation","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Transform2D.cs","VerticalFlip","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\TxPrTextBody.cs","BodyProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\TxPrTextBody.cs","ListStyle","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueAxisScaling.cs","MajorUnit","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueAxisScaling.cs","Max","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueAxisScaling.cs","Min","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueAxisScaling.cs","MinorUnit","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColorMiddlePosition.cs","NumberColorPosition","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColorMiddlePosition.cs","PercentageColorPosition","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColorPositions.cs","Count","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColorPositions.cs","MaxValueColorEndPosition","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColorPositions.cs","MinValueColorEndPosition","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColorPositions.cs","ValueColorMiddlePosition","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColors.cs","MaxColorSolidColorFillProperties","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColors.cs","MidColorSolidColorFillProperties","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ValueColors.cs","MinColorSolidColorFillProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","AutoTitleDeleted","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","BackWall","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","DisplayBlanksAs","84"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","Floor","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","Legend","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","PivotFormats","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","PlotArea","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","PlotVisibleOnly","77"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","ShowDataLabelsOverMaximum","91"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","SideWall","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","Title","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\Chart.cs","View3D","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\ChartSpace.cs","Date1904","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\ChartSpace.cs","EditingLanguage","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Base\ChartSpace.cs","RoundedCorners","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\ChartLinesType.cs","ChartShapeProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\DownBars.cs","ChartShapeProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\DropLines.cs","ChartShapeProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\HighLowLines.cs","ChartShapeProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\LeaderLines.cs","ChartShapeProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\UpBars.cs","ChartShapeProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\UpDownBars.cs","DownBars","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\UpDownBars.cs","ExtensionList","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\UpDownBars.cs","GapWidth","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\UpDownBars.cs","UpBars","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\ChartComponents\UpDownBarType.cs","ChartShapeProperties","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Exceptions\CategoryFilterException.cs","Bubble3D","43"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Exceptions\CategoryFilterException.cs","DataLabel","57"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Exceptions\CategoryFilterException.cs","Explosion","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Exceptions\CategoryFilterException.cs","InvertIfNegativeBoolean","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Exceptions\CategoryFilterException.cs","Marker","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Exceptions\CategoryFilterException.cs","SequenceOfReferences","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\BackWall.cs","ExtensionList","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\BackWall.cs","PictureOptions","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\BackWall.cs","ShapeProperties","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\BackWall.cs","Thickness","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Floor.cs","ExtensionList","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Floor.cs","PictureOptions","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Floor.cs","ShapeProperties","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Floor.cs","Thickness","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","AlignWithMargins","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","DifferentFirst","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","DifferentOddEven","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","EvenFooter","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","EvenHeader","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","FirstFooter","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","FirstHeader","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","OddFooter","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\HeaderFooter.cs","OddHeader","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Layout.cs","ExtensionList","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Layout.cs","ManualLayout","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Legend.cs","LegendPosition","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\LegendEntry.cs","Index","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","ExtensionList","77"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","Height","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","HeightMode","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","LayoutTarget","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","Left","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","LeftMode","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","Top","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","TopMode","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","Width","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\ManualLayout.cs","WidthMode","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","Bottom","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","Footer","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","Header","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","Left","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","Right","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageMargins.cs","Top","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","BlackAndWhite","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","Copies","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","Draft","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","FirstPageNumber","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","HorizontalDpi","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","Orientation","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","PaperSize","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","UseFirstPageNumber","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PageSetup.cs","VerticalDpi","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","HeaderFooter","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","LegacyDrawingHeaderFooter","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","PageMargins","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\PrintSettings.cs","PageSetup","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","ExtensionList","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","PictureOptions","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","ShapeProperties","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\SideWall.cs","Thickness","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","ChartShapeProperties","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","ChartText","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","ExtensionList","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","Layout","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","Overlay","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\Title.cs","TextProperties","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","DepthPercent","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","ExtensionList","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","HeightPercent","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","Perspective","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","RightAngleAxes","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","RotateX","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Layout\View3D.cs","RotateY","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","DropZoneCategories","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","DropZoneData","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","DropZoneFilter","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","DropZoneSeries","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotOptions.cs","DropZonesVisible","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotSource.cs","ExtensionList","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotSource.cs","FormatId","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\PivotSource.cs","PivotTableName","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Protection.cs","ChartObject","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Protection.cs","Data","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Protection.cs","Formatting","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\Protection.cs","Selection","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Common\RelationshipIdType.cs","Id","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Data\ChartText.cs","RichText","23"
