"File","DeclaringType","Property","Kind"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Radar charts\RadarChartSeries.cs","RadarChartSeries","SeriesText","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Radar charts\RadarChartSeries.cs","RadarChartSeries","Values","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Radar charts\RadarSerExtension.cs","RadarSerExtension","CategoryFilterExceptions","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Radar charts\RadarSerExtension.cs","RadarSerExtension","DataLabelsRange","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Radar charts\RadarSerExtension.cs","RadarSerExtension","FilteredCategoryTitle","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Radar charts\RadarSerExtension.cs","RadarSerExtension","FilteredSeriesTitle","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChart.cs","ScatterChart","AxisIds","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChart.cs","ScatterChart","DataLabels","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChart.cs","ScatterChart","ScatterChartExtensionList","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChart.cs","ScatterChart","ScatterChartSeries","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChart.cs","ScatterChart","ScatterStyle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChart.cs","ScatterChart","VaryColors","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartExtension.cs","ScatterChartExtension","FilteredScatterSeries","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","ChartShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","DataLabels","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","DataPoints","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","ErrorBars","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","Index","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","Marker","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","Order","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","ScatterSerExtensionList","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","SeriesText","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","Smooth","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","Trendline","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","XValues","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterChartSeries.cs","ScatterChartSeries","YValues","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterSerExtension.cs","ScatterSerExtension","CategoryFilterExceptions","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterSerExtension.cs","ScatterSerExtension","DataLabelsRange","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterSerExtension.cs","ScatterSerExtension","FilteredCategoryTitle","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Scatter charts\ScatterSerExtension.cs","ScatterSerExtension","FilteredSeriesTitle","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\Surface3DChart.cs","Surface3DChart","AxisIds","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\Surface3DChart.cs","Surface3DChart","BandFormats","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\Surface3DChart.cs","Surface3DChart","Surface3DChartExtensionList","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\Surface3DChart.cs","Surface3DChart","SurfaceChartSeries","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\Surface3DChart.cs","Surface3DChart","VaryColors","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\Surface3DChart.cs","Surface3DChart","Wireframe","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\Surface3DChartExtension.cs","Surface3DChartExtension","FilteredSurfaceSeries","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\Surface3DChartExtensionList.cs","Surface3DChartExtensionList","Surface3DChartExtensions","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChart.cs","SurfaceChart","AxisIds","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChart.cs","SurfaceChart","BandFormats","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChart.cs","SurfaceChart","SurfaceChartExtensionList","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChart.cs","SurfaceChart","SurfaceChartSeries","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChart.cs","SurfaceChart","Wireframe","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartExtension.cs","SurfaceChartExtension","FilteredSurfaceSeries","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","Bubble3D","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","CategoryAxisData","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","ChartShapeProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","Index","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","Order","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","PictureOptions","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","SeriesText","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","SurfaceSerExtensionList","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceChartSeries.cs","SurfaceChartSeries","Values","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceSerExtension.cs","SurfaceSerExtension","CategoryFilterExceptions","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceSerExtension.cs","SurfaceSerExtension","FilteredCategoryTitle","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceSerExtension.cs","SurfaceSerExtension","FilteredSeriesTitle","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceType.cs","SurfaceType","ExtensionList","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceType.cs","SurfaceType","PictureOptions","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceType.cs","SurfaceType","ShapeProperties","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.Charts\Specific chart types\Surface charts\SurfaceType.cs","SurfaceType","Thickness","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartsStyle\Common\EffectReference.cs","EffectReference","StyleColor","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartsStyle\Common\FillReference.cs","FillReference","StyleColor","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartsStyle\Common\FontReference.cs","FontReference","StyleColor","Element"
